,분기,행정동_코드_명,업종,연령대_10_매출_금액,연령대_20_매출_금액,연령대_10_매출_건수,연령대_20_매출_건수
31379,2,신정7동,커피-음료,35239161,136877795,9619,33512
31380,2,가양1동,치과의원,194360,401222589,30,3494
31381,2,가양1동,전자상거래업,24449996,1602114308,1362,89793
31382,2,가양1동,골프연습장,0,89058161,0,1539
31383,2,가양1동,조명용품,0,157434,0,33
31384,2,가양2동,PC방,4497028,80487692,1084,14966
31385,2,가양3동,문구,0,0,0,0
31386,2,가양3동,치킨전문점,2540201,18271880,147,919
31387,2,가양3동,예술학원,0,0,0,0
31388,2,공항동,한식음식점,18032067,696515255,1195,28104
31389,2,공항동,일반의원,7020684,98505276,1215,5876
31390,2,공항동,예술학원,0,0,0,0
31391,2,등촌1동,분식전문점,7640643,90759818,787,8943
31392,2,등촌1동,한의원,1017567,26109170,115,1375
31393,2,등촌1동,운동/경기용품,0,681589,0,56
31394,2,등촌1동,자동차미용,0,4314737,0,39
31395,2,등촌2동,육류판매,0,2465002,0,148
31396,2,등촌2동,치킨전문점,2772505,23678081,156,1316
31397,2,등촌3동,미용실,6118236,82175329,484,2398
31398,2,등촌3동,세탁소,0,3741986,0,232
31399,2,등촌3동,반찬가게,785335,139504989,79,10303
31400,2,등촌3동,가구,0,0,0,0
31401,2,발산1동,양식음식점,173570,1054464,5,65
31402,2,발산1동,미곡판매,0,1110932,0,34
31403,2,발산1동,당구장,115446,891585,13,72
31404,2,방화1동,자전거 및 기타운송장비,189601,19843344,15,178
31405,2,방화1동,컴퓨터및주변장치판매,0,611317,0,36
31406,2,방화2동,편의점,31335753,579087930,8707,111679
31407,2,방화2동,미용실,1453343,51010679,120,2062
31408,2,방화3동,패스트푸드점,0,655170,0,103
31409,2,염창동,패스트푸드점,4656676,18430247,696,2187
31410,2,염창동,치킨전문점,147047,8120682,6,202
31411,2,염창동,운동/경기용품,0,16271982,0,49
31412,2,염창동,서적,0,0,0,0
31413,2,우장산동,의약품,4145024,84008582,576,7635
31414,2,우장산동,애완동물,0,233864,0,7
31415,2,화곡1동,일식음식점,3807466,73913001,183,3858
31416,2,화곡1동,골프연습장,0,5061988,0,128
31417,2,화곡1동,한의원,1566563,141876542,49,2367
31418,2,화곡1동,신발,0,371307,0,15
31419,2,화곡1동,가구,0,35861282,0,25
31420,2,화곡2동,슈퍼마켓,3175243,62633003,588,9039
31421,2,화곡2동,자동차수리,0,37715913,0,139
31422,2,화곡2동,조명용품,0,172497805,0,1105
31423,2,화곡2동,치킨전문점,0,4901906,0,639
31424,2,화곡3동,스포츠 강습,14274306,182699157,18,371
31425,2,화곡3동,문구,741469,128377,156,24
31426,2,화곡4동,문구,26600529,1863715,14294,321
31427,2,화곡4동,치과의원,1000152,38230021,26,222
31428,2,화곡4동,일반교습학원,0,0,0,0
31429,2,화곡4동,화초,0,87734,0,9
31430,2,화곡6동,일반의류,0,10993515,0,653
31431,2,화곡6동,편의점,38419861,1186153847,7903,190016
31432,2,화곡6동,중식음식점,348950,22223387,29,756
31433,2,화곡8동,화장품,0,19693494,0,324
31434,2,화곡8동,네일숍,0,2184013,0,31
31435,2,화곡8동,시계및귀금속,0,3166721,0,80
31436,2,화곡8동,철물점,0,1241091,0,52
31437,2,화곡본동,커피-음료,4913495,67770154,1004,12051
31438,2,구로1동,자동차미용,0,7330264,0,537
31439,2,화곡본동,여관,9240331,163983508,393,8297
31440,2,가리봉동,고시원,0,0,0,0
31441,2,가리봉동,의약품,1022686,42034831,165,5405
31442,2,가리봉동,청과상,0,37246152,0,792
31443,2,개봉1동,피부관리실,0,5364223,0,158
31444,2,개봉1동,슈퍼마켓,12991339,275285498,2534,30885
31445,2,개봉1동,철물점,0,590412,0,46
31446,2,개봉1동,패스트푸드점,1333618,10594248,96,811
31447,2,개봉2동,세탁소,0,861305,0,108
31448,2,개봉2동,미곡판매,0,0,0,0
31449,2,개봉3동,편의점,5799935,284722504,1662,46112
31450,2,개봉3동,의약품,926905,38813034,217,3983
31451,2,개봉3동,분식전문점,2848730,14199749,270,1500
31452,2,개봉3동,자전거 및 기타운송장비,8377423,5712848,16,251
31453,2,고척1동,의약품,6694679,131515482,1300,15690
31454,2,고척1동,서적,615911,4819045,112,536
31455,2,고척1동,핸드폰,0,0,0,0
31456,2,고척1동,철물점,0,1419702,0,115
31457,2,고척2동,편의점,32099937,290322713,9375,54440
31458,2,고척2동,미곡판매,0,1526485,0,43
31459,2,고척2동,예술학원,0,28599999,0,152
31460,2,구로2동,한의원,0,12246919,0,142
31461,2,구로2동,호프-간이주점,2398011,39582645,52,581
31462,2,구로2동,조명용품,3467042,399948977,57,4531
31463,2,구로2동,편의점,18275689,361422866,3484,60884
31464,2,구로2동,스포츠 강습,0,3581502,0,24
31465,2,구로2동,문구,0,31612305,0,4105
31466,2,구로3동,일반의류,13283304,658148788,305,10926
31467,2,구로3동,패스트푸드점,7602195,522926024,887,54600
31468,2,구로3동,치킨전문점,344148,90680343,17,2179
31469,2,구로3동,예술학원,0,20000000,0,125
31470,2,구로4동,커피-음료,8120476,167226250,1858,38517
31471,2,구로4동,핸드폰,1063464,4726506,236,945
31472,2,구로4동,네일숍,0,0,0,0
31473,2,구로4동,세탁소,0,1805957,0,118
31474,2,구로5동,자동차수리,0,27531069,0,260
31475,2,구로5동,일반의류,28241,51829194,21,1365
31476,2,수궁동,핸드폰,2536551,12387883,329,585
31477,2,신도림동,중식음식점,0,1316174,0,72
31478,2,오류1동,당구장,230693,6483409,20,203
31479,2,오류1동,중식음식점,854351,5214489,71,318
31480,2,오류1동,여관,1436452,73428159,34,1759
31481,2,오류1동,제과점,5257967,105204656,782,13414
31482,2,오류2동,중식음식점,5689547,27675869,518,1222
31483,2,오류2동,전자상거래업,0,0,0,0
31484,2,오류2동,일반의류,0,3429801,0,275
31485,2,가산동,핸드폰,0,0,0,0
31486,2,가산동,스포츠 강습,0,40689115,0,129
31487,2,독산1동,운동/경기용품,0,15508902,0,891
31488,2,독산2동,자동차수리,0,18723025,0,192
31489,2,독산2동,피부관리실,0,3522013,0,12
31490,2,독산2동,인테리어,0,0,0,0
31491,2,독산3동,한식음식점,8211796,405857900,607,18359
31492,2,독산3동,일반의원,2182180,88404687,440,6694
31493,2,독산3동,육류판매,2617616,88951745,142,3980
31494,2,독산3동,일반교습학원,0,0,0,0
31495,2,시흥1동,화장품,45513934,666978154,2457,30753
31496,2,시흥1동,운동/경기용품,0,26833196,0,115
31497,2,시흥2동,예술학원,0,0,0,0
31498,2,시흥2동,문구,987085,1490329,190,279
31499,2,시흥3동,안경,0,248183,0,10
31500,2,시흥4동,호프-간이주점,37646,868539,5,75
31501,2,시흥4동,애완동물,0,688123,0,21
31502,2,시흥5동,당구장,0,147345,0,29
31503,2,당산1동,패스트푸드점,811961,14357525,60,1089
31504,2,당산2동,슈퍼마켓,2698016,75789247,680,11552
31505,2,당산2동,세탁소,22398,28453882,4,2234
31506,2,당산2동,예술학원,0,2496585,0,10
31507,2,당산2동,섬유제품,0,0,0,0
31508,2,당산2동,서적,5788606,4460461,252,216
31509,2,대림1동,자동차수리,0,1240991,0,33
31510,2,대림1동,전자상거래업,0,32825178,0,16
31511,2,대림2동,육류판매,1078379,40487788,50,1636
31512,2,대림2동,치과의원,0,31382908,0,414
31513,2,대림3동,분식전문점,1650794,30934690,236,3862
31514,2,대림3동,수산물판매,0,8246914,0,88
31515,2,대림3동,문구,448378,1782554,299,185
31516,2,도림동,세탁소,0,905097,0,71
31517,2,문래동,운동/경기용품,13561675,495687418,65,6974
31518,2,문래동,양식음식점,2830088,376046663,86,8964
31519,2,문래동,골프연습장,0,70406330,0,928
31520,2,문래동,가전제품,0,113428,0,8
31521,2,문래동,여관,0,0,0,0
31522,2,문래동,예술학원,0,10293570,0,34
31523,2,문래동,반찬가게,21639689,702047171,1958,65620
31524,2,신길1동,화장품,0,0,0,0
31525,2,신길1동,안경,0,20678630,0,243
31526,2,신길1동,수산물판매,0,0,0,0
31527,2,신길3동,미용실,686840,24298787,77,1807
31528,2,신길3동,슈퍼마켓,2056010,121953880,717,15395
31529,2,신길3동,조명용품,0,578341,0,41
31530,2,신길3동,일반의류,0,8890398,0,236
31531,2,신길3동,스포츠 강습,0,0,0,0
31532,2,신길3동,제과점,0,842651,0,170
31533,2,신길5동,슈퍼마켓,1121228,48212658,316,7127
31534,2,신길5동,예술학원,0,0,0,0
31535,2,신길5동,한의원,210809,268066,26,26
31536,2,신길6동,핸드폰,0,1781806,0,145
31537,2,신길6동,스포츠 강습,0,56905534,0,207
31538,2,신길6동,시계및귀금속,0,0,0,0
31539,2,신길6동,패스트푸드점,1053211,5632157,70,373
31540,2,신길6동,컴퓨터및주변장치판매,0,20000000,0,100
31541,2,신길7동,중식음식점,240776,12632976,11,851
31542,2,양평1동,일식음식점,0,2497277,0,119
31543,2,양평1동,한의원,0,20075607,0,427
31544,2,양평1동,일반의류,0,16865863,0,264
31545,2,양평1동,치킨전문점,0,1092270,0,48
31546,2,양평1동,의료기기,0,0,0,0
31547,2,양평2동,제과점,3301991,41009188,386,5308
31548,2,양평2동,호프-간이주점,1406458,110907511,47,2169
31549,2,양평2동,스포츠클럽,0,5698903,0,18
31550,2,양평2동,패스트푸드점,2926799,31322715,227,2299
31551,2,여의동,인테리어,0,0,0,0
31552,2,여의동,의약품,15824827,1411674891,2882,153102
31553,2,여의동,조명용품,0,0,0,0
31554,2,여의동,수산물판매,0,199158,0,28
31555,2,영등포동,한식음식점,115133010,6668223185,4353,192083
31556,2,영등포동,의약품,11941932,815463728,1681,67705
31557,2,영등포동,운동/경기용품,0,43066776,0,678
31558,2,영등포동,컴퓨터및주변장치판매,147769295,2311641851,61509,751001
31559,2,노량진1동,편의점,50788452,2390982464,14035,590314
31560,2,노량진1동,중식음식점,5418815,97598043,489,6523
31561,2,노량진1동,가전제품,0,0,0,0
31562,2,노량진1동,청과상,6619261,262882364,44,3974
31563,2,노량진2동,의약품,2238754,65565113,280,6915
31564,2,노량진2동,노래방,0,9783840,0,240
31565,2,노량진2동,수산물판매,250673962,53004735336,5688,704618
31566,2,노량진2동,청과상,0,16228003,0,255
31567,2,암사3동,서적,0,0,0,0
31568,2,노량진2동,양식음식점,863272,25306272,107,3121
31569,2,대방동,중식음식점,26576056,131751145,2279,6877
31570,2,대방동,피부관리실,0,0,0,0
31571,2,사당1동,슈퍼마켓,1448086,149373066,577,19865
31572,2,사당1동,의료기기,0,89125,0,5
31573,2,사당2동,분식전문점,16933069,182297066,2286,19119
31574,2,사당2동,한의원,294952,87286442,10,2313
31575,2,사당2동,신발,0,26081800,0,873
31576,2,사당3동,일반교습학원,0,0,0,0
31577,2,사당4동,편의점,16959798,290330009,4221,50921
31578,2,사당4동,치과의원,0,408747519,0,6240
31579,2,사당4동,당구장,547502,137255,81,12
31580,2,사당5동,미용실,652891,6054657,37,239
31581,2,사당5동,미곡판매,0,0,0,0
31582,2,상도1동,의약품,18959081,475128512,2488,53380
31583,2,상도1동,한의원,292942,26243995,23,1070
31584,2,상도1동,시계및귀금속,0,0,0,0
31585,2,상도2동,미용실,832950,70431639,32,1829
31586,2,상도2동,육류판매,876069,46633958,76,1040
31587,2,상도2동,청과상,118890,7341372,11,575
31588,2,상도3동,커피-음료,952494,28352697,194,5358
31589,2,상도3동,편의점,13069174,194467959,3709,31926
31590,2,신내2동,중식음식점,1021296,12676246,126,773
31591,2,신내2동,슈퍼마켓,146840,10106032,35,1317
31592,2,중화1동,커피-음료,173097,4425807,35,728
31593,2,중화1동,일반의류,607528,28659172,30,337
31594,2,중화2동,패스트푸드점,2535004,7077528,86,336
31595,2,중화2동,치과의원,0,94707256,0,858
31596,2,중화2동,일반의원,37682839,123457864,3152,9734
31597,2,중화2동,스포츠클럽,0,12842800,0,45
31598,2,길음1동,당구장,535751,575937,53,48
31599,2,길음1동,육류판매,0,26422640,0,830
31600,2,길음1동,시계및귀금속,0,79896,0,11
31601,2,길음2동,골프연습장,0,2363277,0,98
31602,2,길음2동,네일숍,49451,4459134,10,68
31603,2,돈암2동,예술학원,0,0,0,0
31604,2,돈암2동,한식음식점,1729039,14237738,238,1646
31605,2,돈암2동,세탁소,776891,8276356,72,1551
31606,2,녹번동,조명용품,0,3514807,0,113
31607,2,동선동,미곡판매,0,0,0,0
31608,2,보문동,의약품,2358961,57120775,340,6884
31609,2,보문동,화초,0,6369944,0,243
31610,2,보문동,섬유제품,0,0,0,0
31611,2,삼선동,미용실,13938458,147430962,413,4681
31612,2,삼선동,시계및귀금속,0,275229,0,18
31613,2,석관동,미용실,5125839,77074755,139,2151
31614,2,석관동,제과점,7758525,110872063,988,12950
31615,2,석관동,PC방,1041160,6600210,452,1776
31616,2,석관동,예술학원,0,0,0,0
31617,2,성북동,커피-음료,9832096,186026709,2103,23061
31618,2,성북동,치킨전문점,2583167,17588232,148,724
31619,2,성북동,제과점,49033,2986547,4,286
31620,2,안암동,편의점,213379014,2423853844,58650,544521
31621,2,안암동,슈퍼마켓,1941245,55393115,564,10709
31622,2,안암동,예술학원,0,35875176,0,212
31623,2,월곡1동,세탁소,0,0,0,0
31624,2,월곡1동,청과상,0,0,0,0
31625,2,월곡1동,피부관리실,0,0,0,0
31626,2,월곡1동,화초,645661,2888118,42,125
31627,2,월곡2동,문구,3994309,33294533,876,4535
31628,2,월곡2동,여관,1070965,4464030,39,126
31629,2,월곡2동,노래방,3438277,38732229,1122,4822
31630,2,월곡2동,청과상,137837,5842737,16,521
31631,2,장위1동,노래방,422956,7923625,105,956
31632,2,장위1동,스포츠 강습,0,10322090,0,39
31633,2,장위2동,노래방,0,401269,0,15
31634,2,정릉2동,노래방,580677,2960384,32,121
31635,2,정릉2동,한의원,1157486,24550273,38,1204
31636,2,정릉3동,노래방,226436,4113450,10,159
31637,2,정릉3동,반찬가게,0,365743,0,46
31638,2,정릉4동,예술학원,1591382,15658287,8,77
31639,2,정릉4동,여관,480381,1621288,12,48
31640,2,종암동,가전제품,0,0,0,0
31641,2,종암동,육류판매,146276,21046420,7,1347
31642,2,번1동,치킨전문점,1618484,68522135,104,3177
31643,2,번1동,여관,12776035,218813685,410,5425
31644,2,번1동,예술학원,0,2053326,0,19
31645,2,번2동,운동/경기용품,0,1108296,0,58
31646,2,대조동,편의점,38989795,817827574,9633,137678
31647,2,대조동,치킨전문점,156433,1264277,5,99
31648,2,대조동,일반의류,3383498,69961780,57,2278
31649,2,불광1동,미용실,8006334,202178406,375,4759
31650,2,불광1동,네일숍,0,10577736,0,100
31651,2,불광2동,치과의원,2244346,387431315,43,2427
31652,2,수색동,일반의류,0,0,0,0
31653,2,신사1동,예술학원,0,0,0,0
31654,2,신사1동,일반의류,0,0,0,0
31655,2,신사1동,한의원,0,3149624,0,214
31656,2,신사2동,미용실,469330,15246465,33,842
31657,2,신사2동,분식전문점,575496,1742330,93,311
31658,2,역촌동,의약품,7564709,155196849,1592,19188
31659,2,역촌동,피부관리실,0,10844001,0,162
31660,2,역촌동,철물점,0,4967615,0,338
31661,2,응암1동,인테리어,0,5283883,0,486
31662,2,응암1동,외국어학원,0,0,0,0
31663,2,응암1동,반찬가게,0,0,0,0
31664,2,응암2동,세탁소,49169,1266182,12,81
31665,2,응암2동,일반교습학원,361712,0,6,0
31666,2,응암3동,자동차수리,0,22706102,0,222
31667,2,응암3동,신발,0,6552021,0,72
31668,2,응암3동,수산물판매,0,19486389,0,750
31669,2,진관동,분식전문점,3584848,10872933,217,991
31670,2,남가좌2동,노래방,6187986,34166031,1639,5366
31671,2,남가좌2동,안경,4818392,90404029,202,1879
31672,2,남가좌2동,피부관리실,1633319,13542045,8,225
31673,2,남가좌2동,반찬가게,291435,11487686,28,866
31674,2,북가좌1동,호프-간이주점,0,312772,0,12
31675,2,북가좌2동,한의원,0,46716552,0,1854
31676,2,북아현동,화초,183441,2338584,10,131
31677,2,신촌동,분식전문점,61869074,661992803,7673,79671
31678,2,신촌동,한식음식점,599201070,10391121125,31854,438373
31679,2,신촌동,여관,27314454,514761988,1264,25521
31680,2,신촌동,피부관리실,2646004,152284384,30,883
31681,2,신촌동,자동차수리,0,145935,0,10
31682,2,연희동,자동차미용,0,14206155,0,36
31683,2,연희동,가구,0,1328551,0,380
31684,2,연희동,일반교습학원,0,6269198,0,28
31685,2,연희동,외국어학원,0,0,0,0
31686,2,천연동,슈퍼마켓,49289042,10132668,21099,1862
31687,2,천연동,자동차수리,0,1685416,0,31
31688,2,천연동,안경,0,11054430,0,155
31689,2,충현동,화장품,0,0,0,0
31690,2,충현동,한의원,0,3248351,0,104
31691,2,홍은2동,일반의원,1583469,41378707,309,3527
31692,2,홍은2동,일반의류,10063187,0,145,0
31693,2,홍은2동,제과점,24079149,140974285,4182,19778
31694,2,홍제1동,슈퍼마켓,16381,261840,3,25
31695,2,홍제1동,반찬가게,284158,1346531,50,211
31696,2,홍제2동,일반의류,242466,13020461,12,305
31697,2,역촌동,제과점,3554104,43316246,382,4761
31698,2,홍제2동,분식전문점,2898223,23240007,403,3026
31699,2,홍제3동,편의점,29921461,361619529,9111,78327
31700,2,홍제3동,화초,0,0,0,0
31701,2,홍제3동,철물점,0,0,0,0
31702,2,공덕동,한의원,0,15597265,0,1291
31703,2,공덕동,인테리어,0,0,0,0
31704,2,공덕동,여관,0,13162564,0,329
31705,2,공덕동,애완동물,41260,2826976,5,129
31706,2,대흥동,일반교습학원,2951683,131154867,21,470
31707,2,대흥동,치과의원,10445556,638703142,147,8032
31708,2,대흥동,가전제품,0,38331601,0,200
31709,2,대흥동,애완동물,0,10070823,0,451
31710,2,도화동,한식음식점,25356848,1874579061,1123,45381
31711,2,도화동,세탁소,0,12230522,0,281
31712,2,도화동,반찬가게,0,0,0,0
31713,2,도화동,치과의원,0,41977488,0,475
31714,2,망원1동,의약품,5732260,395396856,666,45945
31715,2,망원1동,의료기기,0,0,0,0
31716,2,망원1동,중식음식점,2716000,68095018,281,2966
31717,2,대치4동,시계및귀금속,0,0,0,0
31718,2,망원2동,치킨전문점,2955361,61122974,128,2266
31719,2,망원2동,커피-음료,3005399,129833770,641,21067
31720,2,망원2동,치과의원,0,111394840,0,1026
31721,2,망원2동,수산물판매,0,8980286,0,595
31722,2,상암동,커피-음료,21355086,1394422780,4245,255311
31723,2,상암동,미용실,3506156,65468230,156,1730
31724,2,상암동,양식음식점,7062890,226061036,395,11396
31725,2,상암동,일반의류,0,44873291,0,583
31726,2,상암동,전자상거래업,0,0,0,0
31727,2,상암동,문구,35774809,326556996,7654,49453
31728,2,서강동,편의점,149108521,1892319480,37593,365851
31729,2,서강동,당구장,121580,3554600,15,280
31730,2,서교동,일식음식점,266387938,5060664066,14845,181327
31731,2,서교동,일반의류,1874458898,20169430590,52492,478994
31732,2,서교동,스포츠클럽,0,446889631,0,1668
31733,2,성산1동,일반교습학원,0,0,0,0
31734,2,성산2동,커피-음료,37072631,425791795,3759,45976
31735,2,성산2동,육류판매,461950,28412106,23,1372
31736,2,성산2동,자전거 및 기타운송장비,83193,0,6,0
31737,2,신수동,일반교습학원,19512250,0,55,0
31738,2,신수동,편의점,41958573,546869774,12073,100905
31739,2,신수동,일반의류,0,0,0,0
31740,2,신수동,미용실,0,4594958,0,192
31741,2,신수동,자동차수리,0,27661878,0,129
31742,2,신수동,반찬가게,0,1605358,0,216
31743,2,아현동,제과점,2100907,54169366,221,7360
31744,2,아현동,문구,1342316,25912265,297,3807
31745,2,아현동,중식음식점,430721,12402434,39,456
31746,2,연남동,치킨전문점,1559910,50129012,61,1857
31747,2,연남동,일반의원,691863,29451356,108,2193
31748,2,염리동,편의점,82421047,341235242,24815,64086
31749,2,염리동,미용실,1899437,9840775,159,505
31750,2,염리동,자동차수리,0,14792595,0,107
31751,2,용강동,편의점,18805585,534528293,4992,98596
31752,2,용강동,치과의원,0,13857858,0,315
31753,2,용강동,골프연습장,0,7213699,0,26
31754,2,합정동,일반교습학원,0,0,0,0
31755,2,목1동,전자상거래업,0,0,0,0
31756,2,목2동,예술학원,0,1624007,0,14
31757,2,목2동,편의점,56296265,667210291,16371,120656
31758,2,목2동,미곡판매,0,108479558,0,367
31759,2,잠실3동,섬유제품,0,0,0,0
31760,2,목3동,자동차미용,0,580845,0,16
31761,2,목4동,분식전문점,3343627,25902800,574,3275
31762,2,목4동,당구장,153625,1838403,18,144
31763,2,목4동,화초,237058,2269524,23,165
31764,2,목5동,슈퍼마켓,36590991,28734620,17135,3980
31765,2,목5동,일반의류,0,1481822,0,20
31766,2,신월1동,미용실,861787,21341219,38,781
31767,2,신월1동,세탁소,0,14454444,0,828
31768,2,신월1동,스포츠클럽,0,2743525,0,10
31769,2,신월1동,일반의류,136785,4983382,9,141
31770,2,신월1동,조명용품,0,442804,0,67
31771,2,신월2동,제과점,488874,18031829,110,2365
31772,2,신월3동,슈퍼마켓,21483396,54145470,9821,6801
31773,2,신월3동,철물점,0,1221068,0,61
31774,2,신월3동,패스트푸드점,0,8277087,0,594
31775,2,신월3동,제과점,45443,7685157,26,956
31776,2,신월4동,편의점,35037648,359187857,9042,61913
31777,2,신월4동,커피-음료,2637105,20541618,586,5051
31778,2,신월4동,피부관리실,0,1475362,0,31
31779,2,신월4동,화장품,0,16425866,0,452
31780,2,신월4동,청과상,0,1282226,0,131
31781,2,성내1동,네일숍,0,0,0,0
31782,2,신월5동,당구장,70255,1451939,12,141
31783,2,신월5동,슈퍼마켓,1184963,8176961,298,968
31784,2,신월7동,육류판매,653274,89389084,50,2816
31785,2,신월7동,슈퍼마켓,6922100,118231156,1335,19733
31786,2,신정1동,제과점,4745729,23549310,585,3362
31787,2,신정1동,당구장,876338,3123849,102,176
31788,2,신정2동,제과점,5996735,70965835,816,8977
31789,2,신정2동,노래방,0,5348487,0,46
31790,2,신정2동,의약품,1654223,33773395,250,4854
31791,2,신정3동,한의원,176434,13289561,26,1271
31792,2,신정3동,외국어학원,0,0,0,0
31793,2,신정3동,일식음식점,2061349,21293411,251,1634
31794,2,신정3동,운동/경기용품,0,0,0,0
31795,2,신정4동,여관,2469677,55492013,58,1192
31796,2,신정4동,일반교습학원,1713388,12837320,85,55
31797,2,신정4동,안경,1456611,62486576,48,959
31798,2,신정4동,자동차미용,0,751445,0,15
31799,2,신정6동,일반교습학원,412243,0,22,0
31800,2,신정7동,자동차수리,0,17691,0,4
31801,2,신정7동,자동차미용,0,4887574,0,112
31802,2,상도3동,화장품,213552,14826487,19,688
31803,2,상도3동,양식음식점,158294,2871897,6,45
31804,2,상도4동,일반의원,9380310,111035929,2207,9472
31805,2,신대방1동,세탁소,56081,19251642,6,1633
31806,2,신대방2동,편의점,54270774,849211073,15137,162227
31807,2,신대방2동,조명용품,0,1128352,0,79
31808,2,신대방2동,PC방,9194454,46969573,2675,8168
31809,2,낙성대동,일반의원,5160947,1362237151,265,18704
31810,2,난곡동,일반의원,11550707,98124325,1922,7910
31811,2,난곡동,제과점,2824983,33568940,425,4474
31812,2,남현동,피부관리실,0,3921174,0,51
31813,2,남현동,의약품,1570485,93142341,294,10886
31814,2,대학동,세탁소,669263,30529677,335,3586
31815,2,대학동,화장품,5421519,209179643,261,12608
31816,2,미성동,중식음식점,1104340,9129812,53,436
31817,2,미성동,자동차미용,0,1640436,0,6
31818,2,미성동,화초,380230,1301299,24,53
31819,2,미성동,인테리어,0,0,0,0
31820,2,미성동,컴퓨터및주변장치판매,0,0,0,0
31821,2,보라매동,당구장,0,221570,0,18
31822,2,보라매동,인테리어,0,5231295,0,264
31823,2,보라매동,화초,305414,660465,34,55
31824,2,삼성동,미용실,533017,9428336,35,283
31825,2,삼성동,의약품,31628,8820995,13,1255
31826,2,삼성동,수산물판매,0,11717036,0,739
31827,2,삼성동,조명용품,0,0,0,0
31828,2,서림동,치킨전문점,1594552,38996466,64,2179
31829,2,서림동,분식전문점,159155,10308874,26,1460
31830,2,서림동,골프연습장,0,0,0,0
31831,2,서림동,노래방,0,3536839,0,77
31832,2,서원동,피부관리실,0,42058326,0,298
31833,2,서원동,일식음식점,27891314,604289712,1379,19982
31834,2,서원동,육류판매,0,19755688,0,1402
31835,2,성현동,슈퍼마켓,710973,30371767,365,5547
31836,2,성현동,세탁소,21234,2633395,5,179
31837,2,성현동,화장품,0,0,0,0
31838,2,성현동,커피-음료,130077,1639433,31,438
31839,2,신림동,양식음식점,54155,12100196,7,941
31840,2,신림동,네일숍,1444353,64164744,12,671
31841,2,신림동,육류판매,311743,95586624,26,5859
31842,2,신림동,청과상,0,259466,0,71
31843,2,신사동,편의점,53015129,1318968513,13444,226914
31844,2,신사동,가전제품,0,2309178,0,7
31845,2,신원동,애완동물,615196,56856556,43,1981
31846,2,신원동,자동차수리,0,385954,0,5
31847,2,신원동,중식음식점,0,1667761,0,121
31848,2,은천동,미용실,1532444,60479977,96,1602
31849,2,은천동,철물점,0,19423611,0,270
31850,2,인헌동,한의원,137995,80984261,14,4019
31851,2,조원동,커피-음료,7422851,224530163,1408,40167
31852,2,조원동,일반교습학원,0,0,0,0
31853,2,청룡동,철물점,0,1272963,0,148
31854,2,청룡동,일식음식점,1864540,193509854,50,5694
31855,2,청룡동,골프연습장,90956,84967938,5,2024
31856,2,청룡동,서적,1725726,933996,67,45
31857,2,행운동,안경,4739718,159726771,90,1983
31858,2,행운동,운동/경기용품,203366,6379188,15,252
31859,2,내곡동,전자상거래업,0,0,0,0
31860,2,내곡동,반찬가게,0,874102,0,105
31861,2,반포1동,일반교습학원,6637796,4181089,9,12
31862,2,반포1동,제과점,6528308,44320184,1106,5219
31863,2,반포1동,신발,0,0,0,0
31864,2,반포1동,의료기기,0,0,0,0
31865,2,반포2동,일반의류,0,0,0,0
31866,2,반포3동,치킨전문점,8680452,297885224,291,6247
31867,2,반포3동,섬유제품,0,4142381,0,152
31868,2,반포4동,호프-간이주점,8048556,240309923,247,4289
31869,2,반포4동,제과점,6817076,327597748,774,23296
31870,2,반포4동,화초,208333,20546542,42,804
31871,2,반포본동,분식전문점,3863655,118371023,341,9796
31872,2,방배1동,중식음식점,11660020,99226707,689,4415
31873,2,방배1동,치킨전문점,4519574,34158863,137,982
31874,2,방배2동,노래방,688476,53741295,46,1895
31875,2,방배2동,일반의원,2353612,167264532,110,5233
31876,2,방배2동,반찬가게,0,0,0,0
31877,2,방배2동,청과상,0,7808274,0,347
31878,2,방배3동,커피-음료,2051694,37440261,365,4189
31879,2,방배4동,치과의원,1547721,156867605,30,1472
31880,2,방배4동,문구,570029,15782452,185,1228
31881,2,방배4동,양식음식점,7506014,175796060,543,8141
31882,2,방배4동,청과상,0,35267072,0,2302
31883,2,방배본동,커피-음료,58630969,805713224,8875,125841
31884,2,방배본동,육류판매,0,9155240,0,465
31885,2,서초1동,분식전문점,17944071,244807799,2153,24305
31886,2,서초1동,일식음식점,3265626,120940899,111,3525
31887,2,서초1동,청과상,0,418944,0,41
31888,2,서초1동,여관,0,3141818,0,18
31889,2,서초3동,예술학원,0,2474774,0,14
31890,2,서초3동,한식음식점,89795901,3203037395,5538,129994
31891,2,서초4동,치킨전문점,2620157,44503084,121,983
31892,2,서초4동,철물점,0,3372879,0,216
31893,2,서초4동,스포츠클럽,2548373,102882058,20,299
31894,2,서초4동,스포츠 강습,0,4817684,0,56
31895,2,서초4동,가구,0,174539,0,4
31896,2,양재1동,한식음식점,23621161,1794267922,1112,74679
31897,2,양재1동,네일숍,1991362,3665864,18,62
31898,2,양재1동,패스트푸드점,2919512,90095566,507,11335
31899,2,양재1동,자전거 및 기타운송장비,177077,68226851,47,234
31900,2,양재2동,패스트푸드점,3000971,54070385,373,6506
31901,2,양재2동,골프연습장,0,0,0,0
31902,2,잠원동,스포츠 강습,0,45516215,0,150
31903,2,개포2동,노래방,4714058,8728050,1003,1275
31904,2,개포4동,가전제품,0,0,0,0
