,분기,행정동_코드_명,업종,연령대_10_매출_금액,연령대_20_매출_금액,연령대_10_매출_건수,연령대_20_매출_건수
0,1,신정1동,치과의원,27945,52989603,8,597
1,1,북아현동,일반의류,0,0,0,0
2,1,신촌동,미용실,22206813,827909946,420,17471
3,1,신촌동,핸드폰,0,26167235,0,276
4,1,연희동,중식음식점,1202951,233889956,49,5530
5,1,연희동,골프연습장,0,5265220,0,105
6,1,연희동,핸드폰,0,2341351,0,468
7,1,연희동,운동/경기용품,0,491875683,0,4679
8,1,천연동,스포츠 강습,720860,3788831,5,38
9,1,천연동,커피-음료,3028923,36527766,635,7376
10,1,천연동,네일숍,0,0,0,0
11,1,천연동,문구,862090,10295509,170,1636
12,1,천연동,피부관리실,0,0,0,0
13,1,천연동,패스트푸드점,1299824,13092811,107,710
14,1,천연동,육류판매,825672,37745660,24,1501
15,1,홍은1동,화초,826404,7620493,61,420
16,1,충현동,가구,0,0,0,0
17,1,충현동,호프-간이주점,0,35705098,0,964
18,1,충현동,화장품,0,0,0,0
19,1,충현동,육류판매,0,1898598,0,134
20,1,홍은1동,일반교습학원,0,53620548,0,289
21,1,홍은1동,가전제품수리,0,380061,0,17
22,1,홍은1동,안경,0,6963097,0,124
23,1,홍은2동,당구장,2474549,5904436,290,497
24,1,홍은2동,커피-음료,13601175,91327655,2296,13702
25,1,홍은2동,서적,6218112,896899,270,53
26,1,홍제1동,한의원,0,31636792,0,182
27,1,홍제1동,스포츠 강습,0,32764495,0,61
28,1,홍제3동,여관,0,625774,0,16
29,1,홍제3동,커피-음료,1369013,18815947,271,3692
30,1,공덕동,신발,0,0,0,0
31,1,공덕동,반찬가게,0,5624436,0,829
32,1,공덕동,안경,0,12112110,0,99
33,1,대흥동,패스트푸드점,2996542,32592583,307,3718
34,1,도화동,예술학원,0,0,0,0
35,1,도화동,미용실,2085167,47120288,68,1350
36,1,도화동,분식전문점,10175373,152195759,1025,18324
37,1,도화동,스포츠 강습,332768,104730353,5,120
38,1,망원1동,미곡판매,0,9277478,0,381
39,1,망원1동,노래방,2737800,40230798,515,4818
40,1,망원1동,조명용품,0,1118711,0,133
41,1,망원1동,문구,928615,28689904,222,4425
42,1,망원2동,스포츠 강습,0,14796479,0,92
43,1,망원2동,수산물판매,0,9846683,0,527
44,1,상암동,슈퍼마켓,13787006,458605182,2385,42276
45,1,상암동,미용실,2796437,50820885,132,1652
46,1,상암동,편의점,27890617,1156999515,7114,238773
47,1,서교동,중식음식점,104183066,1147991731,6651,50899
48,1,서교동,시계및귀금속,3257571,25756776,55,398
49,1,성산1동,일식음식점,2674514,37400501,179,1591
50,1,성산1동,제과점,101880,6684390,15,700
51,1,성산1동,스포츠클럽,0,35039364,0,201
52,1,성산1동,운동/경기용품,0,27146268,0,796
53,1,연남동,중식음식점,44774553,574655280,1121,13807
54,1,성산2동,중식음식점,2499125,30955663,194,1716
55,1,신수동,미용실,578460,4841369,16,160
56,1,아현동,청과상,0,2088142,0,226
57,1,연남동,패스트푸드점,947336,23006494,39,1124
58,1,연남동,화장품,0,472239,0,28
59,1,염리동,화장품,0,0,0,0
60,1,용강동,안경,799790,230708,10,5
61,1,용강동,조명용품,0,838188,0,22
62,1,합정동,노래방,192129,34554576,16,1413
63,1,합정동,스포츠클럽,0,3568256,0,9
64,1,합정동,자동차수리,0,268580,0,12
65,1,목1동,호프-간이주점,54592559,276554133,1852,7975
66,1,목1동,편의점,133562588,538073412,44015,115831
67,1,목1동,가전제품,623480,27373084,35,106
68,1,목1동,화초,0,4219773,0,277
69,1,목2동,패스트푸드점,462083,4908569,24,180
70,1,목2동,중식음식점,190217,7344405,22,352
71,1,목2동,반찬가게,0,12793887,0,1002
72,1,목3동,일반교습학원,0,0,0,0
73,1,목4동,스포츠클럽,0,12681242,0,28
74,1,목3동,호프-간이주점,13472404,86464436,311,2530
75,1,목3동,중식음식점,349857,14499349,22,637
76,1,목4동,편의점,20702953,435315234,5791,69682
77,1,목4동,문구,1970154,1432601,529,281
78,1,목5동,서적,34069740,6356573,1766,315
79,1,목5동,중식음식점,1569400,3518256,170,241
80,1,목5동,패스트푸드점,39335236,114081543,6277,15419
81,1,신월1동,미곡판매,0,7184637,0,679
82,1,신월1동,전자상거래업,0,0,0,0
83,1,신월1동,화초,0,0,0,0
84,1,신월2동,패스트푸드점,5975636,73343389,649,7198
85,1,신월2동,스포츠 강습,0,725769,0,7
86,1,신월3동,일반교습학원,0,0,0,0
87,1,신월3동,제과점,60688,1363860,16,246
88,1,신월4동,스포츠 강습,0,2607347,0,22
89,1,신월4동,네일숍,0,0,0,0
90,1,신월4동,가전제품수리,0,0,0,0
91,1,신월5동,PC방,5143733,52457769,947,11352
92,1,신월5동,중식음식점,518335,6785126,55,430
93,1,신월5동,자동차수리,0,3574796,0,57
94,1,신월6동,분식전문점,1428678,15882993,181,1856
95,1,신월5동,철물점,0,521960,0,48
96,1,신월6동,화초,0,296846,0,4
97,1,신월7동,섬유제품,0,238834,0,5
98,1,신월7동,네일숍,0,0,0,0
99,1,신월7동,철물점,0,108391,0,32
100,1,신정1동,문구,13148773,24747681,2314,3841
101,1,신정1동,일반교습학원,21721292,6002644,286,96
102,1,신정1동,커피-음료,5754851,35815278,943,4763
103,1,신정1동,전자상거래업,0,484517,0,12
104,1,신정2동,치과의원,0,21278936,0,173
105,1,신정2동,자동차수리,0,14917797,0,177
106,1,신정2동,패스트푸드점,496663,955541,90,105
107,1,신정2동,스포츠클럽,0,0,0,0
108,1,신정3동,한의원,799554,16806375,26,1472
109,1,신정3동,문구,15559861,34637324,1988,3979
110,1,신정4동,치과의원,5224215,122697236,46,1590
111,1,신정4동,분식전문점,5227318,33163960,798,4066
112,1,신정7동,양식음식점,0,408488,0,5
113,1,신정4동,세탁소,96915,12302365,14,726
114,1,신정6동,한식음식점,1505033,10952683,201,969
115,1,가양1동,핸드폰,0,772727,0,96
116,1,가양2동,일반의류,0,0,0,0
117,1,가양3동,한식음식점,1685652,38680910,173,3264
118,1,가양3동,의약품,2413556,48688302,603,5622
119,1,등촌1동,노래방,0,11212038,0,383
120,1,등촌1동,가전제품,0,0,0,0
121,1,등촌2동,커피-음료,509867,29263863,78,4037
122,1,등촌3동,화초,1753528,3613031,63,181
123,1,등촌3동,분식전문점,13261455,128325332,1744,15022
124,1,등촌3동,화장품,38303673,993355493,1921,46595
125,1,등촌3동,반찬가게,0,70567382,0,5487
126,1,발산1동,문구,16266723,13683815,4035,2951
127,1,발산1동,안경,4087391,79373224,75,1157
128,1,방화1동,호프-간이주점,1234720,11474406,51,457
129,1,방화2동,일반의류,232146,28106584,15,1111
130,1,방화3동,중식음식점,695304,48874058,51,2856
131,1,방화2동,문구,160762,456409,48,94
132,1,방화2동,화초,0,890519,0,47
133,1,염창동,스포츠클럽,1913235,127963128,41,432
134,1,염창동,분식전문점,7972278,112826522,1018,12855
135,1,염창동,일반교습학원,0,5942858,0,18
136,1,염창동,양식음식점,1977671,74950079,165,4853
137,1,우장산동,커피-음료,6360429,48352275,1444,9028
138,1,화곡1동,한식음식점,25339765,1012072772,1591,40562
139,1,화곡1동,골프연습장,0,2968897,0,65
140,1,화곡1동,네일숍,0,10946710,0,242
141,1,화곡1동,안경,2685584,205504341,55,3478
142,1,화곡1동,서적,1567687,781152,87,63
143,1,화곡1동,가구,0,22258727,0,25
144,1,화곡2동,화장품,0,13488184,0,80
145,1,화곡2동,제과점,2643515,82033331,482,11216
146,1,화곡2동,패스트푸드점,195706,3638605,11,132
147,1,화곡3동,한식음식점,26032036,522728032,1285,20064
148,1,화곡3동,치과의원,508667,217442032,92,1377
149,1,화곡3동,편의점,25248370,434502715,7318,68760
150,1,화곡3동,치킨전문점,3704178,90994151,247,3782
151,1,화곡3동,화장품,16552826,402948825,1299,21262
152,1,화곡3동,인테리어,0,0,0,0
153,1,화곡3동,양식음식점,200097,3286637,31,356
154,1,화곡4동,화장품,9404814,172555057,431,8712
155,1,화곡4동,미곡판매,0,22993740,0,1158
156,1,화곡6동,안경,653556,22764389,21,349
157,1,화곡8동,일반의류,615123,41302372,42,1312
158,1,화곡8동,분식전문점,3384310,87754547,418,10613
159,1,화곡8동,신발,0,4790068,0,68
160,1,화곡본동,한의원,0,11232270,0,278
161,1,화곡본동,육류판매,2422340,47778933,158,2637
162,1,가리봉동,수산물판매,0,756805,0,81
163,1,가리봉동,화장품,0,0,0,0
164,1,가리봉동,자동차수리,0,22052660,0,205
165,1,개봉1동,슈퍼마켓,10709600,282749189,2067,30377
166,1,개봉3동,인테리어,0,0,0,0
167,1,개봉3동,중식음식점,0,397395,0,20
168,1,개봉3동,스포츠 강습,0,0,0,0
169,1,개봉3동,당구장,65214,1210610,12,96
170,1,고척1동,당구장,3132467,13089304,372,858
171,1,고척1동,치과의원,1107240,78233761,22,1448
172,1,고척1동,의약품,4886588,136713952,665,15858
173,1,고척1동,일반의류,0,408994,0,15
174,1,고척2동,반찬가게,229861,9903296,91,1059
175,1,고척2동,치과의원,735915,35913377,38,612
176,1,고척2동,육류판매,1871475,36338629,42,2640
177,1,고척2동,분식전문점,6247515,39254777,834,4312
178,1,구로1동,골프연습장,0,34258894,0,141
179,1,구로2동,치과의원,0,80726706,0,612
180,1,구로2동,청과상,0,20041510,0,1731
181,1,구로2동,반찬가게,0,54959269,0,9188
182,1,구로2동,편의점,14277985,382710562,2392,58782
183,1,구로2동,당구장,288092,4575802,35,281
184,1,구로3동,편의점,38154438,2017455446,8457,384935
185,1,구로5동,양식음식점,2614224,60306379,169,4449
186,1,구로4동,여관,0,0,0,0
187,1,구로4동,미곡판매,0,0,0,0
188,1,구로5동,분식전문점,6778401,199681346,731,24031
189,1,구로5동,전자상거래업,0,207285954,0,11669
190,1,구로5동,육류판매,18009,11884524,3,456
191,1,구로5동,의료기기,0,0,0,0
192,1,구로5동,신발,0,11829203,0,419
193,1,수궁동,한식음식점,11412679,150153934,498,8468
194,1,수궁동,치킨전문점,840880,12440936,29,520
195,1,신도림동,치과의원,0,131368357,0,826
196,1,신도림동,예술학원,0,11611685,0,112
197,1,신도림동,육류판매,0,12805200,0,481
198,1,오류1동,시계및귀금속,0,43944816,0,105
199,1,오류1동,여관,4690896,85175692,92,2120
200,1,오류1동,제과점,6732616,110213293,922,13641
201,1,오류2동,일반의원,8238702,130264235,899,12298
202,1,오류2동,가구,0,0,0,0
203,1,가산동,커피-음료,52159435,2764501273,2497,381965
204,1,가산동,제과점,1973163,182994150,335,29426
205,1,독산1동,인테리어,0,246093,0,56
206,1,가산동,스포츠클럽,135028849,1248711559,144,2433
207,1,가산동,자동차수리,0,15231340,0,58
208,1,독산1동,한식음식점,11959203,655394938,552,30276
209,1,독산1동,일식음식점,2250150,66730043,178,3936
210,1,독산1동,패스트푸드점,4660868,91247480,561,10419
211,1,독산2동,핸드폰,0,4540616,0,454
212,1,독산2동,제과점,2342952,25283862,200,2440
213,1,독산3동,수산물판매,0,3807368,0,311
214,1,독산3동,신발,0,70852,0,7
215,1,독산3동,조명용품,0,0,0,0
216,1,독산4동,일식음식점,0,8115650,0,270
217,1,독산4동,조명용품,0,1249167,0,125
218,1,독산4동,시계및귀금속,0,0,0,0
219,1,독산4동,인테리어,0,2726641,0,175
220,1,시흥1동,예술학원,0,0,0,0
221,1,시흥1동,애완동물,234471,7433400,5,344
222,1,시흥2동,화장품,0,0,0,0
223,1,문래동,노래방,429079,11945314,27,543
224,1,시흥5동,문구,0,0,0,0
225,1,대림1동,커피-음료,683087,23465691,187,6175
226,1,시흥5동,일반교습학원,0,0,0,0
227,1,당산1동,호프-간이주점,2522007,205621408,72,4532
228,1,당산2동,스포츠클럽,1831910,66833230,12,551
229,1,대림1동,한식음식점,14806832,171869055,514,9317
230,1,대림1동,일반의원,3570344,89826589,731,7353
231,1,대림1동,분식전문점,622931,8709688,54,1279
232,1,대림2동,철물점,0,2509313,0,156
233,1,대림2동,인테리어,0,80274,0,4
234,1,대림2동,치과의원,0,35231310,0,275
235,1,대림3동,조명용품,0,0,0,0
236,1,대림3동,세탁소,0,16186112,0,1189
237,1,대림3동,가전제품,0,0,0,0
238,1,도림동,의료기기,0,0,0,0
239,1,문래동,스포츠클럽,0,2515281,0,21
240,1,신길1동,일반의원,683025,95673466,107,3279
241,1,신길1동,분식전문점,62429,18975536,7,2300
242,1,신길1동,안경,0,17148413,0,232
243,1,신길4동,외국어학원,0,0,0,0
244,1,신길1동,패스트푸드점,416721,35005355,40,2703
245,1,신길3동,슈퍼마켓,1370335,86382842,235,10125
246,1,신길4동,일반교습학원,0,0,0,0
247,1,신길6동,중식음식점,35903,4467863,6,261
248,1,신길6동,외국어학원,0,0,0,0
249,1,신길7동,핸드폰,0,7626023,0,1017
250,1,신길7동,세탁소,0,510441,0,32
251,1,양평1동,패스트푸드점,0,3233020,0,149
252,1,양평1동,전자상거래업,0,29147511,0,911
253,1,양평1동,의료기기,0,0,0,0
254,1,양평2동,세탁소,257043,3920107,21,282
255,1,양평2동,골프연습장,0,6972942,0,197
256,1,양평2동,네일숍,0,7088549,0,99
257,1,양평2동,의료기기,0,0,0,0
258,1,여의동,일반의류,13089840,660275824,451,14410
259,1,영등포동,분식전문점,12401015,200955166,1276,20094
260,1,영등포동,인테리어,0,1003663,0,86
261,1,영등포동,철물점,0,1593976,0,101
262,1,영등포본동,안경,301716,13299946,11,151
263,1,노량진1동,수산물판매,92348833,10183960578,1836,152841
264,1,노량진1동,제과점,3926089,110677431,555,18379
265,1,노량진1동,한의원,469028,61985916,54,1955
266,1,노량진1동,분식전문점,32599082,496864075,3631,62450
267,1,노량진2동,인테리어,0,0,0,0
268,1,대방동,일반의류,272852,6427316,62,26
269,1,대방동,애완동물,88816,4999905,16,356
270,1,사당1동,미용실,7555268,129315854,287,3292
271,1,사당1동,제과점,823909,54993449,134,7431
272,1,사당1동,스포츠 강습,0,49664838,0,66
273,1,사당1동,육류판매,194302,26864065,8,1519
274,1,사당1동,분식전문점,9393370,255859500,931,25981
275,1,사당2동,의료기기,0,0,0,0
276,1,사당2동,스포츠클럽,0,3830532,0,29
277,1,사당2동,세탁소,324138,1410963,24,102
278,1,사당3동,호프-간이주점,0,7980599,0,165
279,1,사당3동,스포츠 강습,0,1934,0,34
280,1,사당3동,한의원,0,1835128,0,270
281,1,사당3동,치과의원,0,475885,0,28
282,1,사당3동,분식전문점,763311,9749783,56,815
283,1,사당4동,청과상,1604378,87240565,136,9071
284,1,사당3동,육류판매,0,0,0,0
285,1,사당3동,일반교습학원,0,0,0,0
286,1,사당4동,세탁소,21585,19984305,5,3612
287,1,사당5동,일반교습학원,0,120176102,0,94
288,1,상도1동,편의점,163788764,2820228431,30225,449742
289,1,상도1동,양식음식점,4926804,72440775,324,4249
290,1,상도1동,안경,968423,61909690,43,838
291,1,상도1동,운동/경기용품,19116737,143762605,273,2324
292,1,상도2동,일반교습학원,0,0,0,0
293,1,상도2동,PC방,2269535,43719516,834,9758
294,1,상도2동,패스트푸드점,213679,5856472,35,709
295,1,상도3동,문구,4159692,45183337,917,5409
296,1,상도3동,자동차수리,0,0,0,0
297,1,상도4동,편의점,7353067,154380218,2043,23500
298,1,상도4동,미용실,1502095,24832858,86,836
299,1,상도4동,일반의원,11318532,104480905,1390,10796
300,1,상도4동,분식전문점,3232509,18260220,268,2033
301,1,상도4동,패스트푸드점,337535,4423132,22,356
302,1,신대방2동,제과점,5265712,135532192,798,15663
303,1,신대방1동,안경,589249,27329518,23,222
304,1,신대방2동,편의점,39019491,745503879,10260,129854
305,1,신대방2동,중식음식점,11476805,88582157,940,6052
306,1,신대방2동,의료기기,0,2514287,0,45
307,1,신대방2동,일반의류,0,0,0,0
308,1,흑석동,미용실,4055145,79892785,128,3037
309,1,흑석동,분식전문점,13672202,236424053,1767,30128
310,1,흑석동,일반의류,0,14946657,0,138
311,1,흑석동,일식음식점,5781770,201015640,351,9368
312,1,흑석동,PC방,27263383,136113738,10019,29494
313,1,낙성대동,한식음식점,166950089,3248701564,4411,94143
314,1,낙성대동,커피-음료,12415415,298854417,1429,31740
315,1,난곡동,제과점,3151958,36996034,554,5378
316,1,난곡동,서적,31843657,13536583,1786,352
317,1,난향동,호프-간이주점,0,2920297,0,77
318,1,대학동,호프-간이주점,1078490,66956816,45,1963
319,1,미성동,철물점,0,11542789,0,1093
320,1,미성동,패스트푸드점,466019,11259582,68,1301
321,1,미성동,중식음식점,1091792,11243517,71,511
322,1,미성동,슈퍼마켓,21886716,304866847,3994,33954
323,1,미성동,스포츠클럽,0,94882948,0,474
324,1,미성동,조명용품,0,3491987,0,254
325,1,미성동,자전거 및 기타운송장비,3650115,9034034,91,365
326,1,보라매동,철물점,0,1231421,0,76
327,1,보라매동,청과상,0,11975867,0,950
328,1,삼성동,일반교습학원,0,0,0,0
329,1,삼성동,인테리어,0,17114345,0,1247
330,1,삼성동,미곡판매,0,0,0,0
331,1,삼성동,육류판매,0,12904142,0,488
332,1,삼성동,안경,0,8569290,0,81
333,1,서림동,인테리어,0,227992,0,34
334,1,서림동,세탁소,0,5597311,0,1338
335,1,서원동,편의점,53866130,1430889999,12349,231471
336,1,성현동,일반의원,1646778,26943731,334,3225
337,1,성현동,수산물판매,0,0,0,0
338,1,성현동,일반의류,0,0,0,0
339,1,성현동,분식전문점,5245563,23147851,545,3005
340,1,신림동,예술학원,1963783,141978953,20,680
341,1,신림동,편의점,58590314,2744390641,9260,412892
342,1,신림동,골프연습장,0,6358566,0,15
343,1,신림동,자동차수리,0,39076995,0,208
344,1,신림동,가구,0,0,0,0
345,1,신사동,스포츠클럽,0,7891665,0,36
346,1,신사동,철물점,0,5566870,0,381
347,1,신사동,문구,21714,857940,4,88
348,1,신원동,일식음식점,0,8755206,0,431
349,1,신원동,조명용품,0,0,0,0
350,1,은천동,일반의원,4339310,93339192,536,8237
351,1,은천동,미용실,351942,43606155,32,1467
352,1,은천동,세탁소,0,2054149,0,179
353,1,은천동,운동/경기용품,0,299865,0,14
354,1,인헌동,문구,301466,740979,84,203
355,1,인헌동,치과의원,356970,140612909,38,1853
356,1,조원동,노래방,0,16900488,0,207
357,1,조원동,일반의원,3167458,333429933,331,13835
358,1,조원동,여관,916857,11800828,21,297
359,1,청룡동,패스트푸드점,5383318,157165644,587,17151
360,1,중앙동,의약품,9451842,306307046,1041,30138
361,1,중앙동,안경,3386440,30104304,55,462
362,1,청룡동,당구장,377719,24797307,54,551
363,1,청룡동,가전제품수리,0,18662108,0,317
364,1,청룡동,화장품,29934636,986057017,1627,45738
365,1,청룡동,피부관리실,0,19558771,0,229
366,1,청룡동,화초,48626,1829509,2,110
367,1,행운동,한의원,0,24775362,0,727
368,1,행운동,세탁소,101067,16066640,10,1574
369,1,행운동,가전제품수리,0,0,0,0
370,1,행운동,자동차수리,0,0,0,0
371,1,내곡동,세탁소,0,595776,0,6
372,1,반포1동,한의원,1280936,12852616,166,1026
373,1,반포1동,반찬가게,0,0,0,0
374,1,반포2동,슈퍼마켓,8908919,70979976,987,4630
375,1,반포2동,치과의원,911864,1687286,63,42
376,1,반포3동,한의원,49,244916794,5,527
377,1,반포3동,분식전문점,2980962,13047447,375,1056
378,1,반포4동,커피-음료,58372169,368342545,11669,53358
379,1,반포3동,패스트푸드점,228758,990839,10,48
380,1,반포3동,운동/경기용품,0,0,0,0
381,1,반포4동,스포츠클럽,0,37691960,0,135
382,1,반포4동,일반교습학원,33119,6291690,3,49
383,1,반포4동,분식전문점,50135985,237752078,6309,21179
384,1,반포본동,화초,1143230,12122412,66,471
385,1,방배1동,운동/경기용품,0,18677485,0,89
386,1,방배1동,커피-음료,38543349,386577792,7381,54300
387,1,방배1동,치과의원,2041235,403704576,123,2674
388,1,방배1동,자동차미용,0,237733,0,6
389,1,방배1동,가전제품,0,0,0,0
390,1,방배2동,의약품,1947245,139311762,183,12012
391,1,방배2동,서적,20611013,14945389,659,482
392,1,방배3동,의약품,1631454,172829065,303,8809
393,1,방배3동,세탁소,0,430726,0,38
394,1,방배3동,피부관리실,0,0,0,0
395,1,방배4동,한식음식점,13760792,491194096,1123,23970
396,1,방배4동,한의원,0,96847678,0,2005
397,1,방배본동,가구,0,77497878,0,109
398,1,방배4동,가구,0,25869221,0,34
399,1,방배4동,핸드폰,9977923,46706357,2494,9136
400,1,방배본동,치킨전문점,2688997,10948425,125,582
401,1,서초1동,자전거 및 기타운송장비,0,96499825,0,267
402,1,서초1동,전자상거래업,278260717,347722013,5925,26302
403,1,서초1동,자동차미용,0,2420635,0,49
404,1,서초1동,치킨전문점,4691780,43667094,167,1986
405,1,서초2동,일식음식점,6270585,252311905,428,5587
406,1,서초2동,치킨전문점,1351027,34457023,50,1253
407,1,서초2동,자동차수리,0,4080857,0,48
408,1,서초2동,일반의류,9512122,2760662,78,107
409,1,서초2동,반찬가게,0,0,0,0
410,1,서초3동,제과점,20495526,409695409,3073,54092
411,1,서초3동,문구,7767541,52564095,1120,6378
412,1,서초3동,화초,2214883,56412533,87,2109
413,1,서초4동,치과의원,4826756,956664421,70,5490
414,1,서초4동,철물점,0,2612481,0,219
415,1,서초4동,서적,6443704,298961172,293,18733
416,1,양재1동,부동산중개업,0,0,0,0
417,1,양재1동,문구,1500743,41633704,233,4883
418,1,양재1동,가전제품,0,24125,0,16
419,1,양재1동,패스트푸드점,2829033,68467522,436,8680
420,1,양재2동,자동차미용,0,0,0,0
421,1,양재2동,의약품,4235088,126307707,501,14114
422,1,양재2동,화초,2295486,386396407,229,12219
423,1,양재2동,일반교습학원,896000,0,20,0
424,1,양재2동,육류판매,654923,11202889,26,708
425,1,잠원동,편의점,81484585,1211972371,22640,205878
426,1,개포2동,화장품,0,0,0,0
427,1,개포4동,자동차미용,0,0,0,119
428,1,개포4동,핸드폰,0,0,0,0
429,1,개포4동,문구,15377728,66862068,2464,10581
430,1,논현1동,미용실,22558925,508835386,167,7252
431,1,논현1동,세탁소,1463582,129711227,26,11901
432,1,논현1동,중식음식점,2677518,171529600,82,6787
433,1,논현1동,제과점,1697048,121091646,212,13459
434,1,논현1동,서적,3029149,34404414,80,547
435,1,대치1동,패스트푸드점,69513645,64589539,9681,8209
436,1,논현2동,일반의류,38353063,1732909495,215,7768
437,1,논현2동,컴퓨터및주변장치판매,1559628,16642303,212,1533
438,1,논현2동,미곡판매,0,0,0,0
439,1,대치1동,일반의원,34645341,383219161,2077,14645
440,1,대치2동,중식음식점,19862662,135279881,1622,6822
441,1,대치4동,문구,162672727,126393359,17726,12812
442,1,대치4동,자동차수리,0,6459802,0,33
443,1,대치4동,치킨전문점,28387936,91445893,1771,3440
444,1,대치4동,세탁소,117892,6753983,9,422
445,1,대치4동,조명용품,0,962357,0,45
446,1,도곡1동,의약품,19813716,467886250,1362,35635
447,1,도곡1동,미용실,2786403,72935056,118,1470
448,1,도곡1동,시계및귀금속,0,54521,0,15
449,1,도곡1동,운동/경기용품,0,29640550,0,101
450,1,도곡2동,치과의원,5471044,95337546,68,958
451,1,삼성1동,슈퍼마켓,3200482,113451328,607,7936
452,1,삼성1동,패스트푸드점,30963947,549796444,3301,63647
453,1,삼성1동,스포츠 강습,0,54763730,0,231
454,1,삼성1동,한의원,0,124884323,0,1229
455,1,삼성1동,당구장,209508,26330416,27,321
456,1,삼성1동,피부관리실,0,50875175,0,233
457,1,삼성1동,가전제품,21912472,187940102,132,1206
458,1,삼성1동,신발,0,17491238,0,56
459,1,삼성2동,화초,15476015,176564426,793,9983
460,1,삼성2동,커피-음료,12604372,594802688,2194,94780
461,1,삼성2동,일반의류,0,154965480,0,1004
462,1,삼성2동,양식음식점,3503547,265416358,189,7255
463,1,삼성2동,컴퓨터및주변장치판매,0,13308655,0,1914
464,1,삼성2동,자동차수리,0,32998987,0,348
465,1,삼성2동,시계및귀금속,0,0,0,0
466,1,삼성2동,섬유제품,0,0,0,0
467,1,세곡동,반찬가게,0,28976115,0,373
468,1,세곡동,호프-간이주점,5334906,14519466,116,520
469,1,수서동,안경,1584822,45203016,81,1089
470,1,수서동,치과의원,34422,107243863,12,873
471,1,수서동,일반교습학원,0,0,0,0
472,1,수서동,청과상,0,14819762,0,2210
473,1,압구정동,일반의원,51107979,8012017630,313,21954
474,1,신사동,여관,3368607,29529895,96,632
475,1,신사동,패스트푸드점,19666557,360586430,1563,20988
476,1,신사동,자전거 및 기타운송장비,18074773,127561960,116,506
477,1,압구정동,분식전문점,42005149,486837246,4503,40975
478,1,압구정동,일반교습학원,629172,87866042,11,191
479,1,압구정동,노래방,1194580,16340922,86,717
480,1,압구정동,시계및귀금속,393333840,2181145157,4429,24789
481,1,압구정동,안경,3320465,348082022,16,1500
482,1,압구정동,철물점,0,6980476,0,491
483,1,압구정동,반찬가게,0,1013726,0,181
484,1,역삼1동,편의점,247241853,8020325705,61276,1457752
485,1,역삼1동,일반의원,140373446,19273499189,1224,98418
486,1,역삼1동,외국어학원,8951180,452323793,58,2851
487,1,역삼1동,의약품,64516458,4094066078,4805,236835
488,1,역삼1동,중식음식점,31722569,732206517,2519,39041
489,1,역삼2동,문구,12320858,157466939,1111,8332
490,1,역삼2동,스포츠 강습,0,33353430,0,175
491,1,일원본동,화초,0,9099211,0,711
492,1,역삼2동,네일숍,0,28323102,0,337
493,1,역삼2동,반찬가게,59037,540136,3,49
494,1,일원1동,치킨전문점,7001470,78741281,381,3596
495,1,청담동,슈퍼마켓,2273819,54875346,286,5946
496,1,청담동,자동차수리,0,18196986,0,279
497,1,청담동,운동/경기용품,0,94216103,0,395
498,1,가락2동,조명용품,0,5020311,0,293
499,1,가락2동,컴퓨터및주변장치판매,0,1213894,0,60
500,1,가락본동,치과의원,0,54018189,0,377
501,1,가락본동,피부관리실,0,1677987,0,26
502,1,가락본동,치킨전문점,2137921,29784080,130,1398
503,1,가락본동,자전거 및 기타운송장비,0,600449,0,60
504,1,거여1동,중식음식점,226778,2177928,18,189
505,1,거여1동,일반의류,0,0,0,0
506,1,거여1동,당구장,215471,928736,25,94
507,1,거여2동,일반교습학원,4135484,0,490,0
508,1,거여2동,운동/경기용품,0,0,0,0
509,1,거여2동,안경,0,17807678,0,103
510,1,마천1동,커피-음료,4694812,30708981,932,6838
511,1,마천2동,청과상,488221,13341430,88,1151
512,1,마천1동,슈퍼마켓,16551067,299497866,3473,28276
513,1,마천1동,네일숍,0,1096185,0,14
514,1,마천2동,섬유제품,0,521245,0,41
515,1,마천2동,슈퍼마켓,4089966,65478754,940,10208
516,1,마천2동,조명용품,0,0,0,0
517,1,문정1동,노래방,39537,4745476,4,238
518,1,문정1동,한식음식점,7786451,359999465,630,14627
519,1,문정1동,호프-간이주점,820466,15352746,13,340
520,1,문정1동,치과의원,0,88310920,0,714
521,1,문정1동,양식음식점,1869674,42152834,73,1230
522,1,문정1동,일반의류,1625633,282598305,20,1353
523,1,문정1동,화초,0,6714322,0,274
524,1,문정2동,미용실,3690932,44729808,25,1175
525,1,문정2동,일반의류,0,87196378,0,1124
526,1,문정2동,의약품,2280206,241585177,253,22853
527,1,문정2동,신발,0,45137936,0,840
528,1,문정2동,패스트푸드점,6744297,259963260,849,32865
529,1,방이1동,외국어학원,0,0,0,0
530,1,방이2동,반찬가게,39415,7845328,13,583
531,1,방이1동,골프연습장,0,5365201,0,30
532,1,방이1동,의료기기,0,0,0,0
533,1,방이2동,커피-음료,21508613,578128750,3934,80685
534,1,방이2동,전자상거래업,0,6408211,0,287
535,1,삼전동,예술학원,0,3009483,0,26
536,1,삼전동,인테리어,0,625326,0,28
537,1,삼전동,호프-간이주점,622727,33542185,11,799
538,1,석촌동,청과상,0,20393927,0,1207
539,1,송파1동,한식음식점,53362446,2286791289,2517,62735
540,1,송파1동,미용실,4827421,265061592,136,5373
541,1,송파1동,네일숍,0,2250653,0,45
542,1,송파2동,호프-간이주점,0,2621734,0,84
